ownership_group,PARCELID,OwnerName,TotalAcres,CountyName,OwnerAddre,OwnerAdd_1,OwnerAdd_2,OwnerCity,OwnerState,OwnerZip,match_reason,confidence,include_in_defensible_total,TaxYear,PropertyID,Assessment,PropType,DbaName,CareOfTaxp,LegalDescr,Subdivisio,project_category
ROCK CREEK CATTLE COMPANY / FOLEY,28167703101175001,LUCERO FAMILY TRUST,0.04,Powell,9151 BELCARO DR,,,HUNTINGTON BEACH,CA,92646-6320,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204334,0000205326,Townhouse,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 9B, HOME RANCH DEV PHASE 1, AMENDED PLAT C-590",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703101185000,MARTINEZ JOHN DOUGLAS,0.04,Powell,2115 VIA GAVILAN,,,SAN CLEMENTE,CA,92673-5641,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204335,0000205328,Townhouse,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 8A, HOME RANCH DEV PHASE 1, AMENDED PLAT C-590",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703101185001,NEVELL LIVING TRUST,0.04,Powell,3001 ENTERPRISE ST,,,BREA,CA,92821-6209,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204336,0000205330,Townhouse,,NEVELL MICHAEL J TRUSTEE,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 8B, HOME RANCH DEV PHASE 1, AMENDED PLAT C-590",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703101195000,NEVELL MICHAEL J & SUSAN D LIVING TRUST,0.04,Powell,3001 ENTERPRISE ST,,,BREA,CA,92821-6209,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204337,0000205332,Townhouse,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 7A, HOME RANCH DEV PHASE 1, AMENDED PLAT C-590",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703101175000,OPITZ DAVID,0.04,Powell,2822 CARLA JO LN,,,MISSOULA,MT,59803-2921,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204333,0000205324,Townhouse,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 9A, HOME RANCH DEV PHASE 1, AMENDED PLAT C-590",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703101145000,HEY AMIGO 4A LLC,0.038,Powell,291 BENTWOOD DR,,,SPRING BRANCH,TX,78070-6027,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204327,0000205312,Townhouse,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 4A, HOME RANCH DEV PHASE 1, AMENDED PLAT C-590",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703101145001,HEY AMIGO LLC,0.038,Powell,291 BENTWOOD DR,,,SPRING BRANCH,TX,78070-6027,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204328,0000205314,Townhouse,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 4B, ACRES 0.038, HOME RANCH DEV PHASE 1, AMENDED PLAT C-590",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703101155001,NEVELL TODD F & KATHERINE M,0.038,Powell,1451 WELLINGTON AVE,,,PASADENA,CA,91103-2320,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204330,0000205318,Townhouse,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 5B, HOME RANCH DEV PHASE 1, AMENDED PLAT C-590",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703101165001,RCCC BIGSKY 1 LLC,0.038,Powell,6595 W PLANTATION LN,,,BOISE,ID,83703-2644,known homeowner/common-area/legacy entity; excluded,unrelated,False,2026,1204339,0000205322,Townhouse,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 6B, HOME RANCH DEV PHASE 1, AMENDED PLAT C-590",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703101165000,ROCK CREEK WELCH LYNCH LLC,0.038,Powell,61339 TRIPLE KNOT RD,,,BEND,OR,97702-3621,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204377,0000205320,Townhouse,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 6A, HOME RANCH DEV PHASE 1, AMENDED PLAT C-590",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703101155000,SPOTTED DOG 2021 LLC,0.038,Powell,2984 LAKERIDGE DR,,,LOS ANGELES,CA,90068-1808,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204329,0000205316,Townhouse,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 5A, HOME RANCH DEV PHASE 1, AMENDED PLAT C-590",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,03103125440035045,"FOLEY, MONICA & SEAN",0.035,Yellowstone,406 GIFFORD DR,,,COPPELL,TX,75019-7535,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,1579676,000A36409U,Townhouse,,,"SIGNAL PEAK TOWNHOMES (20), S25, T01 N, R24 E, UNIT 45, 0.7% COMMON AREA INTEREST, amd (23) LOC @ LOT 1A1 AMD COAL CREEK SUB (22)",SIGNAL PEAK TOWNHOMES (20),Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,03103125440035043,"FOLEY, SEAN & MONICA",0.035,Yellowstone,406 GIFFORD DR,,,COPPELL,TX,75019-7535,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,1579674,000A36409S,Townhouse,,,"SIGNAL PEAK TOWNHOMES (20), S25, T01 N, R24 E, UNIT 43, 0.7% COMMON AREA INTEREST, AMD (23) LOC @ LOT 1A1 AMD COAL CREEK SUB (22)",SIGNAL PEAK TOWNHOMES (20),Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,07383536143107254,FOLEY JOHN B & JASON B,0.0,Flathead,405 PARK DR N,,,GREAT FALLS,MT,59401-2385,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,490183,0000978023,Condominium,,,"MARINA CAY CONDO TR 8NA,TR 8NAA, S36, T27 N, R20 W, UNIT 254, ASSESSOR# 0000978023","MARINA CAY CONDO TR 8NA,TR 8NAA",Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,02301502208187014,FOLEY KATHLEEN ANNE,0.0,Cascade,1500 5TH ST NW APT 14,,,GREAT FALLS,MT,59404-1884,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,113335,0000671190,Condominium,,,"RIVERVIEW TERRACE CONDO, S02, T20 N, R03 E, UNIT 14",RIVERVIEW TERRACE CONDO,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,03103236106027024,FOLEY LOUANNE TRUSTEE,0.0,Yellowstone,26 SHADOW PL,,,BILLINGS,MT,59102-2459,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,213287,000A216560,Condominium,,,"SHADOWOOD CONDOS, S36, T01 N, R25 E, UNIT 4A, 2.83047% COMMON AREA INTEREST, LOC @ LT 6 BLK 2 & LTS 11-13 BLK 3 ROCKY VILLAGE SUB",SHADOWOOD CONDOS,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,01119820108277002,FOLEY MARY NICHOLAS,0.0,Silver Bow,1702 HANCOCK AVE,,,BUTTE,MT,59701-5192,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,1599327,0001929805,Condominium,,,"HANCOCK STREET CONDOMINIUM, S20, T03 N, R07 W, UNIT B, 50% COMMON AREA INTEREST",HANCOCK STREET CONDO,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,03092612218017004,"FOLEY, DAVID NEILL & GAYLE M",0.0,Yellowstone,3016 DAYSTAR DR,,,BILLINGS,MT,59102-6822,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,221525,000A28733B,Condominium,,,"DAYSTAR TOWNHOMES, S12, T01 S, R25 E, UNIT 4, 25% COMMON AREA INTEREST, LTS 1A & 2A TERRA WEST SUB 3RD FILING AMD LTS 1,2,3 BLK 4",DAYSTAR TOWNHOMES,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,03103420116059008,"FOLEY, JEFFREY J",0.0,Yellowstone,4073 PINE HILLS RD,,,BILLINGS,MT,59101-7426,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,1330108,0001008359,Improved Property,,,"S16, T01 N, R27 E, SERIAL 1063C, TITLE # K745759, MAKE MEDALLION, MODEL CHALLENGER, YEAR 1985, SIZE 14X51, 1522 DICKIE RD #I  101  @ D06369",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,03092709207059022,"FOLEY, REANNE SHEREE",0.0,Yellowstone,215 CALHOUN LN TRLR 22,,,BILLINGS,MT,59101-4810,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,269185,0001003643,Improved Property,,,"S09, T01 S, R26 E, SPACE 22, SERIAL 2006, TITLE # AB0237119, MAKE FLEETWOOD, MODEL BROADMORE, YEAR 1978, SIZE 14X66, @ A11251",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,03092705205020015,"FOLEY, SEAN & MONICA",0.0,Yellowstone,406 GIFFORD DR,,,COPPELL,TX,75019-7535,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,208574,000A17357N,Condominium,,,"WESTBROOK VILLAGE CONDOS, S05, T01 S, R26 E, UNIT 15, 5% COMMON AREA INTEREST, LOC @ E15' LT 1, LTS 2-8 BLK 2 VAN ORNUM SUB",WESTBROOK VILLAGE CONDOS,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,03103332422060401,"NORTHRUP, ASTRID FOLEY",0.0,Yellowstone,PO BOX 111,,,POWELL,WY,82435-0111,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,219334,000A267960,Condominium,,,"PHOENIX CONDOS, S32, T01 N, R26 E, UNIT 401, 5.933% COMMON AREA INTEREST, LOC @ LT 22-24 BLK 36 FOSTER ADDITION",PHOENIX CONDOS,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167919101010000,CROSSROADS WINERY LP,642.82,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact entity seed plus project/geography/address corroboration; beneficial-control review remains,strong_candidate,True,2026,1204098,0000202610,Vacant Land,,,"S19, T08 N, R08 W, ACRES 642.82, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167823101010000,CROSSROADS WINERY LP,640.0,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact entity seed plus project/geography/address corroboration; beneficial-control review remains,strong_candidate,True,2026,1204093,0000202610,Vacant Land,,,"S23, T08 N, R09 W, ACRES 640, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167826101010000,CROSSROADS WINERY LP,640.0,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact entity seed plus project/geography/address corroboration; beneficial-control review remains,strong_candidate,True,2026,1204096,0000202610,Improved Property,,,"S26, T08 N, R09 W, ACRES 640, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167813101010000,CROSSROADS WINERY LP,600.0,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact entity seed plus project/geography/address corroboration; beneficial-control review remains,strong_candidate,True,2026,1204091,0000202610,Vacant Land,,,"S13, T08 N, R09 W, ACRES 600, ALL LESS NW4NW4 AND R/W, SEE COURT DECREE BK 14, PAGE 446",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167824101010000,CROSSROADS WINERY LP,300.0,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact entity seed plus project/geography/address corroboration; beneficial-control review remains,strong_candidate,True,2026,1204095,0000202610,Vacant Land,,,"S24, T08 N, R09 W, ACRES 300, N2NE4, W2NW4, W2SW4, SE4SW4, N2NE4NW4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177526102010000,BIGHORN CATTLE RANCH LLC,276.24,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact entity seed plus project/geography/address corroboration; beneficial-control review remains,strong_candidate,True,2026,1530315,0000504300,Improved Property,,,"S26, T09 N, R10 W, C.O.S. 794RT, ACRES 276.24, TRACT 6, IN W2E2, E2W2",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177525201010000,BIGHORN CATTLE RANCH LLC,225.86,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact entity seed plus project/geography/address corroboration; beneficial-control review remains,strong_candidate,True,2026,1530316,0000504300,Vacant Land,,,"S25, T09 N, R10 W, C.O.S. 794RT, ACRES 235.86, TRACT 8, IN N2",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167822101010000,CROSSROADS WINERY LP,221.876,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact entity seed plus project/geography/address corroboration; beneficial-control review remains,strong_candidate,True,2026,1204092,0000202610,Vacant Land,,,"S22, T08 N, R09 W, ACRES 221.876, NE4, E2NW4, E2SE4, LESS TRACTS, SEE BK 66, PAGE 621 & LESS PLAT C-562 AND PLAT C-568",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167812401010000,CROSSROADS WINERY LP,160.0,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact entity seed plus project/geography/address corroboration; beneficial-control review remains,strong_candidate,True,2026,1204090,0000202610,Vacant Land,,,"S12, T08 N, R09 W, ACRES 160, SE4SW4, W2SE4, SE4SE4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177526401010000,BIGHORN CATTLE RANCH LLC,159.48,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact entity seed plus project/geography/address corroboration; beneficial-control review remains,strong_candidate,True,2026,1530317,0000504300,Vacant Land,,,"S26, T09 N, R10 W, C.O.S. 794RT, ACRES 159.48, TRACT 7, IN E2",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177526201010000,BIGHORN CATTLE RANCH LLC,157.51,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact entity seed plus project/geography/address corroboration; beneficial-control review remains,strong_candidate,True,2026,1207515,0000504350,Vacant Land,,,"S26, T09 N, R10 W, C.O.S. 794RT, ACRES 157.51, TRACT 5, W2W2",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177526101010000,BIGHORN CATTLE RANCH LLC,155.33,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact entity seed plus project/geography/address corroboration; beneficial-control review remains,strong_candidate,True,2026,1207513,0000504300,Vacant Land,,,"S26, T09 N, R10 W, C.O.S. 794RT, ACRES 155.33, TRACT 2, IN SEC'S 23-24 & 25-26",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177523401020000,BIGHORN CATTLE RANCH LLC,76.44,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact entity seed plus project/geography/address corroboration; beneficial-control review remains,strong_candidate,True,2026,1207510,0000504300,Vacant Land,,,"S23, T09 N, R10 W, C.O.S. 794RB, ACRES 76.44, TRACT 2, IN S2",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177524301010000,BIGHORN CATTLE RANCH LLC,49.99,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact entity seed plus project/geography/address corroboration; beneficial-control review remains,strong_candidate,True,2026,1207511,0000504300,Vacant Land,,,"S24, T09 N, R10 W, C.O.S. 794RT, ACRES 49.99, TRACT 3, IN SW4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167827101020000,CROSSROADS WINERY LP,40.0,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact entity seed plus project/geography/address corroboration; beneficial-control review remains,strong_candidate,True,2026,1204097,0000202610,Improved Property,,,"S27, T08 N, R09 W, ACRES 40, NE4NE4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177535201010000,BIGHORN CATTLE RANCH LLC,20.36,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact entity seed plus project/geography/address corroboration; beneficial-control review remains,strong_candidate,True,2026,1207514,0000504300,Vacant Land,,,"S35, T09 N, R10 W, C.O.S. 794RT, ACRES 20.36, TRACT 10, IN NW4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177525101010000,BIGHORN CATTLE RANCH LLC,19.614,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact entity seed plus project/geography/address corroboration; beneficial-control review remains,strong_candidate,True,2026,1207512,0000504300,Vacant Land,,,"S25, T09 N, R10 W, C.O.S. 794 RT, ACRES 23.01, TRACT 9, IN NE4NE4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177524403010000,BIGHORN CATTLE RANCH LLC,7.04,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact entity seed plus project/geography/address corroboration; beneficial-control review remains,strong_candidate,True,2026,1530318,0000504300,Vacant Land,,,"S24, T09 N, R10 W, C.O.S. 794RT, ACRES 7.04, TRACT 4, IN SW4SE4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28188407101010000,FOLCO DEVELOPMENT CORP,641.2,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207681,0000602410,Vacant Land,,,"S07, T10 N, R06 W, ACRES 641.2, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177631101010000,ROCK CREEK CATTLE COMPANY LTD,640.44,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204293,0000205205,Vacant Land,,,"S31, T09 N, R09 W, ACRES 640.44, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28188417101010000,FOLCO DEVELOPMENT CORP,640.0,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207683,0000602410,Vacant Land,,,"S17, T10 N, R06 W, ACRES 640, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177527101010000,ROCK CREEK CATTLE COMPANY LTD,640.0,Powell,C/O FIDELITY NATIONAL FINANCIAL,1701 VILLAGE CENTER CIR FL 2,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207388,0000500900,Vacant Land,,,"S27, T09 N, R10 W, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177521101010000,ROCK CREEK CATTLE COMPANY LTD,640.0,Powell,C/O FIDELITY NATIONAL FINANCIAL,1701 VILLAGE CENTER CIR FL 2,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207387,0000500900,Vacant Land,,,"S21, T09 N, R10 W, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167714101010000,ROCK CREEK CATTLE COMPANY LTD,640.0,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204313,0000205210,Vacant Land,,MARTINEZ TAMMY,"S14, T08 N, R10 W, ACRES 640, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167713101010000,ROCK CREEK CATTLE COMPANY LTD,640.0,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204312,0000205210,Vacant Land,,MARTINEZ TAMMY,"S13, T08 N, R10 W, ACRES 640, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167817101010000,ROCK CREEK CATTLE COMPANY LTD,640.0,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204283,0000205205,Vacant Land,,,"S17, T08 N, R09 W, ACRES 640, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167723101010000,ROCK CREEK CATTLE COMPANY LTD,640.0,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204314,0000205210,Improved Property,,MARTINEZ TAMMY,"S23, T08 N, R10 W, ACRES 640, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167724101010000,ROCK CREEK CATTLE COMPANY LTD,640.0,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204276,0000205205,Vacant Land,,,"S24, T08 N, R10 W, ACRES 640, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167725101010000,ROCK CREEK CATTLE COMPANY LTD,640.0,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204278,0000205205,Vacant Land,,,"S25, T08 N, R10 W, ACRES 640",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167715101010000,ROCK CREEK CATTLE COMPANY LTD,639.73,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204275,0000205205,Vacant Land,,,"S15, T08 N, R10 W, ACRES 640, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167808101010000,ROCK CREEK CATTLE COMPANY LTD,638.0,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204316,0000205210,Improved Property,,MARTINEZ TAMMY,"S08, T08 N, R09 W, ACRES 638, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167819101010000,ROCK CREEK CATTLE COMPANY LTD,637.28,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204284,0000205205,Vacant Land,,,"S19, T08 N, R09 W, ACRES 637.28, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167818101010000,ROCK CREEK CATTLE COMPANY LTD,637.27,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204317,0000205210,Vacant Land,,MARTINEZ TAMMY,"S18, T08 N, R09 W, ACRES 637.27, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167830101010000,ROCK CREEK CATTLE COMPANY LTD,635.2,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204289,0000205205,Vacant Land,,,"S30, T08 N, R09 W, ACRES 635.2, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167701101010000,ROCK CREEK CATTLE COMPANY LTD,634.38,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204274,0000205205,Vacant Land,,,"S01, T08 N, R10 W, ACRES 634.38, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167831101010000,ROCK CREEK CATTLE COMPANY LTD,631.39,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204290,0000205205,Vacant Land,,,"S31, T08 N, R09 W, ACRES 631.39, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167807101010000,ROCK CREEK CATTLE COMPANY LTD,631.0,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204315,0000205210,Vacant Land,,MARTINEZ TAMMY,"S07, T08 N, R09 W, ALL",,Rock Creek Cattle Company / Foley
